"Time (s)","Gyroscope x (rad/s)","Gyroscope y (rad/s)","Gyroscope z (rad/s)","Absolute (rad/s)"
2.269434125E0,-2.139455080E0,-7.243640721E-2,-2.375661135E0,3.197855672E0
2.279401125E0,-2.194974422E0,2.256445587E-1,-2.644654512E0,3.444274332E0
2.289369125E0,-2.168464899E0,8.602771759E-1,-2.813517094E0,3.654886493E0
2.299336125E0,-2.129250526E0,1.524076104E0,-2.851958275E0,3.871715612E0
2.309304125E0,-2.075887442E0,2.033920050E0,-2.837393761E0,4.061642869E0
2.319271125E0,-2.027070045E0,2.231834888E0,-2.864822865E0,4.159003484E0
2.329239125E0,-1.969920158E0,2.211413145E0,-2.905665398E0,4.148954679E0
2.339205792E0,-1.856192470E0,1.986956835E0,-2.852920294E0,3.941142239E0
2.349173792E0,-1.649550080E0,1.643912196E0,-2.617012262E0,3.503172271E0
2.359140792E0,-1.328103304E0,1.297935605E0,-2.239511251E0,2.909279269E0
2.369108792E0,-8.789493442E-1,1.158346772E0,-1.831243873E0,2.338327033E0
2.379075792E0,-3.871444166E-1,1.318612337E0,-1.524733543E0,2.052664530E0
2.389043792E0,1.797541045E-2,1.747336268E0,-1.383464098E0,2.228784436E0
2.399010792E0,2.642017007E-1,2.034981966E0,-1.416606069E0,2.493537025E0
2.408978792E0,2.346069962E-1,1.933924198E0,-1.508584499E0,2.463925818E0
2.418945792E0,1.459021121E-2,1.365508437E0,-1.564411044E0,2.076585679E0
2.428913792E0,-2.833583355E-1,5.521910787E-1,-1.567079067E0,1.685509934E0
2.438880792E0,-5.117028356E-1,-2.321551442E-1,-1.599967957E0,1.695769225E0
2.448848792E0,-6.067230701E-1,-7.721979022E-1,-1.659987569E0,1.928720097E0
2.458815792E0,-5.870723724E-1,-1.095859647E0,-1.727312446E0,2.128184818E0
2.468783792E0,-5.492172837E-1,-1.277146697E0,-1.753697991E0,2.237900792E0
2.478750792E0,-5.587173104E-1,-1.373744249E0,-1.656295538E0,2.223207864E0
2.488718792E0,-5.970612764E-1,-1.475036979E0,-1.432354569E0,2.140994131E0
2.498685792E0,-6.434918642E-1,-1.637281537E0,-1.139929891E0,2.096237765E0
2.508653792E0,-6.810467243E-1,-1.804155827E0,-8.713511825E-1,2.116141718E0
